name,date_of_birth,place_of_birth,team,season_start_year,season_end_year,competition,competitionNation,Foreign,Colony,Language,latitude,longitude
1,12/7/90,Portugal,rayo-vallecano,2017,2018,La liga,Spain,foreign,Independent,Portuguese,39.399872,-8.224454
1,10/6/81,Argentina,rayo-vallecano,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,7/3/83,Angola,rayo-vallecano,2017,2018,La liga,Spain,foreign,Colonized,Portuguese,-11.202692,17.873887
1,26/4/88,Argentina,rayo-vallecano,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,31/3/91,Austria,real-valladolid,2017,2018,La liga,Spain,foreign,Germany,German,47.516231,14.550072
1,11/7/91,Saudi Arabia,real-valladolid,2017,2018,La liga,Spain,foreign,Independent,Arabic,23.885942,45.079162
1,29/4/93,Greece,real-valladolid,2017,2018,La liga,Spain,foreign,Independent,Greek,39.074208,21.824312
1,2/12/97,Colombia,real-valladolid,2017,2018,La liga,Spain,foreign,Independent,Spanish,4.570868,-74.297333
1,20/1/85,Argentina,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,7/7/89,Argentina,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,7/7/84,Argentina,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,8/10/90,Argentina,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,16/9/88,Greece,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Greek,39.074208,21.824312
1,1/6/99,Brazil,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Portuguese,-14.235004,-51.92528
1,8/5/90,Saudi Arabia,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Arabic,23.885942,45.079162
1,12/2/92,Serbia,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Serbian ,44.016521,21.005859
1,27/8/86,Morocco,cd-leganes,2017,2018,La liga,Spain,foreign,France,Arabic,31.791702,-7.09262
1,18/9/93,Brazil,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Portuguese,-14.235004,-51.92528
1,13/10/88,Argentina,cd-leganes,2017,2018,La liga,Spain,foreign,Independent,Spanish,-38.416097,-63.616672
1,31/3/87,Morocco,cd-leganes,2017,2018,La liga,Spain,foreign,France,Arabic,31.791702,-7.09262
